TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT09284806	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg19	chr7	142156023	142156137	+
TFLinkLT09812294	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr20	31216675	31216691	+
TFLinkLT09812455	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr7	110590277	110590290	+
TFLinkLT09812645	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46401310	46401344	+
TFLinkLT09812648	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46389645	46389656	+
TFLinkLT09812649	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34582481	34582538	+
TFLinkLT09812650	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46380978	46381083	+
TFLinkLT09812651	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34583531	34583585	+
TFLinkLT09812653	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46386194	46386214	+
TFLinkLT09812654	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46388245	46388262	+
TFLinkLT09812655	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46391175	46391213	+
TFLinkLT09812659	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46394458	46394494	+
TFLinkLT09812661	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46401435	46401499	+
TFLinkLT09812666	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46398727	46398750	+
TFLinkLT09812667	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46400112	46400122	+
TFLinkLT09812668	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34572424	34572484	+
TFLinkLT09812669	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34582299	34582422	+
TFLinkLT09812670	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46394941	46394981	+
TFLinkLT09812671	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46390533	46390604	+
TFLinkLT09812672	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46387946	46388027	+
TFLinkLT09812673	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46390469	46390514	+
TFLinkLT09812674	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46389671	46389689	+
TFLinkLT09812677	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34583612	34583734	+
TFLinkLT09812678	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34588030	34588124	+
TFLinkLT09812680	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46398987	46399076	+
TFLinkLT09812681	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46391002	46391025	+
TFLinkLT09812682	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46382432	46382498	+
TFLinkLT09812689	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	34582760	34582781	+
TFLinkLT09812695	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr16	46381981	46382088	+
TFLinkLT09816839	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr1	148918657	148918729	+
TFLinkLT09816922	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr20	60105086	60105135	+
TFLinkLT09817916	Q9GZV8	PRDM14	Homo sapiens	inferred by curator	18971253	ORegAnno	Yes	hg38	chr7	100952921	100953013	+
TFLinkLT09284776	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr16	46391678	46392178	+
TFLinkLT09284777	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr1	142537431	142537931	+
TFLinkLT09284778	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr1	142536450	142536950	+
TFLinkLT09284779	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr1	142535558	142536058	+
TFLinkLT09284780	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr7	142266618	142267118	+
TFLinkLT09284781	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr2	91604578	91605078	+
TFLinkLT09284782	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr2	91597485	91597985	+
TFLinkLT09284783	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr2	91599546	91600046	+
TFLinkLT09284784	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr2	91596598	91597098	+
TFLinkLT09284785	Q9GZV8	PRDM14	Homo sapiens	chromatin immunoprecipitation assay,inferred by curator	18971253	ORegAnno	No	hg19	chr2	91607109	91607609	+
