TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT03206549	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr1	97659094	97659104	-
TFLinkLT03206550	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr5	35990291	35990301	+
TFLinkLT03206551	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr9	83160277	83160287	+
TFLinkLT03206552	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr9	83160326	83160336	+
TFLinkLT03206553	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr17	29629959	29629969	-
TFLinkLT03206554	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr6	11280089	11280099	-
TFLinkLT03206555	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr8	96349402	96349412	+
TFLinkLT03206556	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr6	51070336	51070346	-
TFLinkLT03206557	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr18	6145142	6145152	+
TFLinkLT03206558	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr11	95218231	95218241	-
TFLinkLT03206559	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr2	132110635	132110645	+
TFLinkLT03206560	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr9	112489629	112489639	+
TFLinkLT03206561	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr1	13257702	13257712	+
TFLinkLT03206562	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr3	31289060	31289070	+
TFLinkLT03206563	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr15	84297613	84297623	-
TFLinkLT03206564	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr13	31296210	31296220	-
TFLinkLT03206565	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr4	153534995	153535005	+
TFLinkLT03206566	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr16	15832214	15832224	-
TFLinkLT03206567	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr6	141522706	141522716	+
TFLinkLT03206568	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr2	131848558	131848568	+
TFLinkLT03206569	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr7	144600876	144600886	+
TFLinkLT03206570	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr7	144600929	144600939	+
TFLinkLT03206571	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr3	142264790	142264800	+
TFLinkLT03206572	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr4	134474489	134474499	-
TFLinkLT03206573	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr4	140338951	140338961	-
TFLinkLT03206574	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr12	102304752	102304762	-
TFLinkLT03206575	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr7	58633181	58633191	+
TFLinkLT03206576	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr6	99620924	99620934	+
TFLinkLT03206577	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr4	140403657	140403667	-
TFLinkLT03206578	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr1	97495111	97495121	+
TFLinkLT03206579	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr7	107613999	107614009	-
TFLinkLT03206580	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr10	21625631	21625641	-
TFLinkLT03206581	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr15	77661090	77661100	-
TFLinkLT03206582	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr15	100736416	100736426	+
TFLinkLT03206583	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr15	100736476	100736486	+
TFLinkLT03206584	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr5	151395954	151395964	-
TFLinkLT03206585	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr3	15023920	15023930	-
TFLinkLT03206586	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr2	28632491	28632501	-
TFLinkLT03206587	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr14	20578470	20578480	-
TFLinkLT03206588	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr18	82619908	82619918	-
TFLinkLT03206589	Q9R1E0	Foxo1	Mus musculus	chromatin immunoprecipitation assay	10880363	jaspar	No	mm9	chr18	82619950	82619960	-
