TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT09156323	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	142953064	142953074	-
TFLinkLT09156324	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	142953090	142953100	-
TFLinkLT09156325	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	142953116	142953126	-
TFLinkLT09156326	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	142953142	142953152	-
TFLinkLT09156327	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr3	22076425	22076435	-
TFLinkLT09156328	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr17	25274057	25274067	+
TFLinkLT09156329	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr17	25274083	25274093	+
TFLinkLT09156330	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	136470956	136470966	-
TFLinkLT09156331	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	136470979	136470989	-
TFLinkLT09156332	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr6	136471001	136471011	-
TFLinkLT09156333	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr7	29169597	29169607	+
TFLinkLT09156334	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr7	29169614	29169624	+
TFLinkLT09156335	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	51378418	51378428	+
TFLinkLT09156336	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	51378449	51378459	+
TFLinkLT09156337	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	60611000	60611010	-
TFLinkLT09156338	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	60611022	60611032	-
TFLinkLT09156339	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	60611044	60611054	-
TFLinkLT09156340	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	60611066	60611076	-
TFLinkLT09156341	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr1	172217291	172217301	-
TFLinkLT09156342	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr5	100322333	100322343	+
TFLinkLT09156343	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr5	100322351	100322361	+
TFLinkLT09156344	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr2	26459076	26459086	+
TFLinkLT09156345	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr13	46727997	46728007	-
TFLinkLT09156346	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	77606437	77606447	-
TFLinkLT09156347	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	77606458	77606468	-
TFLinkLT09156348	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	36974196	36974206	+
TFLinkLT09156349	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr9	72662187	72662197	-
TFLinkLT09156350	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr9	72662233	72662243	-
TFLinkLT09156351	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr9	72662246	72662256	-
TFLinkLT09156352	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr2	33440271	33440281	+
TFLinkLT09156353	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr2	33440293	33440303	+
TFLinkLT09156354	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr2	33440337	33440347	+
TFLinkLT09156355	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr4	151996469	151996479	+
TFLinkLT09156356	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr11	69368695	69368705	-
TFLinkLT09156357	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr8	105693884	105693894	+
TFLinkLT09156358	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr17	70853573	70853583	-
TFLinkLT09156359	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr17	70853585	70853595	-
TFLinkLT09156360	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr3	90293615	90293625	-
TFLinkLT09156361	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr1	60409491	60409501	+
TFLinkLT09156362	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr1	60409531	60409541	+
TFLinkLT09156363	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr4	146908322	146908332	-
TFLinkLT09156364	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	115342869	115342879	-
TFLinkLT09156365	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	115342889	115342899	-
TFLinkLT09156366	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	115342902	115342912	-
TFLinkLT09156367	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	115342915	115342925	-
TFLinkLT09156368	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr10	115342928	115342938	-
TFLinkLT09156369	Q99LI5	Znf281	Mus musculus	chromatin immunoprecipitation assay	19443739	jaspar	No	hg38	chr7	139364185	139364195	+
