TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT09202034	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr9	79546878	79546901	+
TFLinkLT09202035	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr22	46871973	46871996	+
TFLinkLT09202036	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr7	625549	625572	+
TFLinkLT09202037	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr7	625577	625600	+
TFLinkLT09202038	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr7	625605	625628	+
TFLinkLT09202039	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr6	70008351	70008374	+
TFLinkLT09202040	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr18	36047636	36047659	+
TFLinkLT09202041	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr13	77304861	77304884	+
TFLinkLT09202042	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr10	49726761	49726784	+
TFLinkLT09202043	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr19	10846673	10846696	+
TFLinkLT09202044	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr14	99298323	99298346	+
TFLinkLT09202045	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr20	527134	527157	+
TFLinkLT09202046	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr1	223238174	223238197	-
TFLinkLT09202047	Q96SR6	ZNF382	Homo sapiens	chromatin immunoprecipitation assay	27852650	jaspar	No	hg38	chr6	170436443	170436466	-
