TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT10026798	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	163376221	163376225	+
TFLinkLT10026799	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	163339175	163339179	+
TFLinkLT10026801	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chrX	98148939	98148943	+
TFLinkLT10026802	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chrX	98150481	98150485	+
TFLinkLT10026806	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	4989213	4989217	+
TFLinkLT10026807	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	24333711	24333715	+
TFLinkLT10026808	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr18	65935012	65935016	+
TFLinkLT10026810	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	118476916	118476920	+
TFLinkLT10026811	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	118477774	118477778	+
TFLinkLT10026812	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	118478600	118478604	+
TFLinkLT10026813	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	118479308	118479312	+
TFLinkLT10026814	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52170115	52170119	+
TFLinkLT10026815	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52170578	52170582	+
TFLinkLT10026816	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52172626	52172630	+
TFLinkLT10026818	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	123265417	123265421	+
TFLinkLT10026819	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55541042	55541046	+
TFLinkLT10026820	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55541835	55541839	+
TFLinkLT10026821	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55542274	55542278	+
TFLinkLT10026822	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55542656	55542660	+
TFLinkLT10026823	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55544181	55544185	+
TFLinkLT10026824	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55545122	55545126	+
TFLinkLT10026825	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55545421	55545425	+
TFLinkLT10026826	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	55546370	55546374	+
TFLinkLT10026828	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	111417261	111417265	+
TFLinkLT10026829	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	111417708	111417712	+
TFLinkLT10026830	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	111418420	111418424	+
TFLinkLT10026831	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	111419502	111419506	+
TFLinkLT10026832	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	111420169	111420173	+
TFLinkLT10026833	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	111420498	111420502	+
TFLinkLT10026836	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr13	38152023	38152027	+
TFLinkLT10026837	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr13	38152827	38152831	+
TFLinkLT10026840	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	61625871	61625875	+
TFLinkLT10026842	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr14	115092416	115092420	+
TFLinkLT10026844	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	80357016	80357020	+
TFLinkLT10026846	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	75818167	75818171	+
TFLinkLT10026847	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	75819309	75819313	+
TFLinkLT10026850	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	112272090	112272094	+
TFLinkLT10026852	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	98854922	98854926	+
TFLinkLT10026854	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr18	36197394	36197398	+
TFLinkLT10026856	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	9874599	9874603	+
TFLinkLT10026857	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	9877022	9877026	+
TFLinkLT10026858	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	9879628	9879632	+
TFLinkLT10026860	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr1	129273556	129273560	+
TFLinkLT10026862	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	116653778	116653782	+
TFLinkLT10026865	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	6860437	6860441	+
TFLinkLT10026866	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	6861416	6861420	+
TFLinkLT10026867	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	6862787	6862791	+
TFLinkLT10026868	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	6874539	6874543	+
TFLinkLT10026870	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	128432461	128432465	+
TFLinkLT10026872	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	97017603	97017607	+
TFLinkLT10026874	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	84529151	84529155	+
TFLinkLT10026875	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	132597409	132597413	+
TFLinkLT10026876	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	132599148	132599152	+
TFLinkLT10026877	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	132599491	132599495	+
TFLinkLT10026879	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	110781511	110781515	+
TFLinkLT10026881	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	99964786	99964790	+
TFLinkLT10026882	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	99965307	99965311	+
TFLinkLT10026883	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	99965914	99965918	+
TFLinkLT10026885	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr17	81669566	81669570	+
TFLinkLT10026888	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	95120431	95120435	+
TFLinkLT10026889	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	95120855	95120859	+
TFLinkLT10026890	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	95121739	95121743	+
TFLinkLT10026891	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52216255	52216259	+
TFLinkLT10026892	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52217136	52217140	+
TFLinkLT10026893	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52217677	52217681	+
TFLinkLT10026894	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52218299	52218303	+
TFLinkLT10026895	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52218595	52218599	+
TFLinkLT10026896	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52220200	52220204	+
TFLinkLT10026897	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52221754	52221758	+
TFLinkLT10026898	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	52222449	52222453	+
TFLinkLT10026901	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr4	97751810	97751814	+
TFLinkLT10026902	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr4	97757708	97757712	+
TFLinkLT10026907	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	111423669	111423673	+
TFLinkLT10026908	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	112130791	112130795	+
TFLinkLT10026910	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	43175022	43175026	+
TFLinkLT10026913	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	142814353	142814357	+
TFLinkLT10026914	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	142814962	142814966	+
TFLinkLT10026915	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	142815268	142815272	+
TFLinkLT10026916	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	142815635	142815639	+
TFLinkLT10026917	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	142817135	142817139	+
TFLinkLT10026918	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr5	142821696	142821700	+
TFLinkLT10026921	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr18	67133984	67133988	+
TFLinkLT10026922	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr18	67088819	67088823	+
TFLinkLT10026924	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	37695993	37695997	+
TFLinkLT10026925	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	37697223	37697227	+
TFLinkLT10026926	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	37698004	37698008	+
TFLinkLT10026927	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	37698420	37698424	+
TFLinkLT10026928	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	37699042	37699046	+
TFLinkLT10026929	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	121116614	121116618	+
TFLinkLT10026930	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	121117356	121117360	+
TFLinkLT10026931	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	121118066	121118070	+
TFLinkLT10026933	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr1	89931437	89931441	+
TFLinkLT10026934	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr15	102937020	102937024	+
TFLinkLT10026935	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr15	102939541	102939545	+
TFLinkLT10026937	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	147263333	147263337	+
TFLinkLT10026938	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	147263894	147263898	+
TFLinkLT10026940	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	14150025	14150029	+
TFLinkLT10026941	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr12	14151970	14151974	+
TFLinkLT10026943	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr3	127625508	127625512	+
TFLinkLT10026944	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr3	127628507	127628511	+
TFLinkLT10026945	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	58812783	58812787	+
TFLinkLT10026947	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr4	99663340	99663344	+
TFLinkLT10026949	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	63100383	63100387	+
TFLinkLT10026953	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108792647	108792651	+
TFLinkLT10026954	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108794564	108794568	+
TFLinkLT10026955	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108695530	108695534	+
TFLinkLT10026956	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108695939	108695943	+
TFLinkLT10026957	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108696394	108696398	+
TFLinkLT10026958	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108697884	108697888	+
TFLinkLT10026959	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	108956542	108956546	+
TFLinkLT10026962	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr4	128884408	128884412	+
TFLinkLT10026963	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chrX	102250247	102250251	+
TFLinkLT10026964	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chrX	102250867	102250871	+
TFLinkLT10026965	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chrX	102252114	102252118	+
TFLinkLT10026968	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	30957987	30957991	+
TFLinkLT10026969	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	30958936	30958940	+
TFLinkLT10026971	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr15	103177192	103177196	+
TFLinkLT10026973	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr16	90830753	90830757	+
TFLinkLT10026974	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr16	90831339	90831343	+
TFLinkLT10026976	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr3	107458779	107458783	+
TFLinkLT10026977	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr3	107459366	107459370	+
TFLinkLT10026978	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr3	107460154	107460158	+
TFLinkLT10026980	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	45108774	45108778	+
TFLinkLT10026981	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	45109330	45109334	+
TFLinkLT10026982	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	45110070	45110074	+
TFLinkLT10026984	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	76997530	76997534	+
TFLinkLT10026985	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	76998144	76998148	+
TFLinkLT10026987	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	5742009	5742013	+
TFLinkLT10026988	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	5742533	5742537	+
TFLinkLT10026990	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	29170482	29170486	+
TFLinkLT10026991	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr6	29171169	29171173	+
TFLinkLT10026993	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	31664028	31664032	+
TFLinkLT10026994	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr19	31664455	31664459	+
TFLinkLT10026996	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr1	34459627	34459631	+
TFLinkLT10026998	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	16257794	16257798	+
TFLinkLT10027000	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	70562380	70562384	+
TFLinkLT10027001	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	70563479	70563483	+
TFLinkLT10027002	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	70568649	70568653	+
TFLinkLT10027004	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	96353056	96353060	+
TFLinkLT10027005	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr11	96354585	96354589	+
TFLinkLT10027007	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr4	36950554	36950558	+
TFLinkLT10027009	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	79921164	79921168	+
TFLinkLT10027010	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	79921786	79921790	+
TFLinkLT10027011	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr2	149831206	149831210	+
TFLinkLT10027013	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	91798013	91798017	+
TFLinkLT10027014	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr8	91799820	91799824	+
TFLinkLT10027016	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chrX	57503655	57503659	+
TFLinkLT10027019	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr10	122449045	122449049	+
TFLinkLT10027021	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr9	40531259	40531263	+
TFLinkLT10027024	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	37769258	37769262	+
TFLinkLT10027025	Q80U70	Suz12	Mus musculus	inferred by curator	18971253	ORegAnno	Yes	mm10	chr7	37770670	37770674	+
