TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT09282905	Q8ST83	pho	Drosophila melanogaster	electrophoretic mobility shift assay	19948883;20965965	REDfly	Yes	dm6	2R	11474891	11474894	NA
TFLinkLT09282906	Q8ST83	pho	Drosophila melanogaster	electrophoretic mobility shift assay	19948883;20965965	REDfly	Yes	dm6	2R	11475225	11475228	NA
TFLinkLT09282907	Q8ST83	pho	Drosophila melanogaster	electrophoretic mobility shift assay	19948883;20965965	REDfly	Yes	dm6	2R	11475432	11475435	NA
TFLinkLT09282908	Q8ST83	pho	Drosophila melanogaster	electrophoretic mobility shift assay	19948883;20965965	REDfly	Yes	dm6	2R	11475340	11475343	NA
TFLinkLT09282909	Q8ST83	pho	Drosophila melanogaster	electrophoretic mobility shift assay	19948883;20965965	REDfly	Yes	dm6	2R	11475973	11475981	NA
TFLinkLT09282910	Q8ST83	pho	Drosophila melanogaster	DNase I footprinting	12853632;20965965	REDfly	Yes	dm6	3R	16764046	16764185	NA
TFLinkLT09282911	Q8ST83	pho	Drosophila melanogaster	DNase I footprinting	12853632;20965965	REDfly	Yes	dm6	3R	16764199	16764221	NA
TFLinkLT09282912	Q8ST83	pho	Drosophila melanogaster	DNase I footprinting	12853632;20965965	REDfly	Yes	dm6	3R	16764304	16764320	NA
TFLinkLT09282913	Q8ST83	pho	Drosophila melanogaster	DNase I footprinting	12853632;20965965	REDfly	Yes	dm6	3R	16764326	16764344	NA
TFLinkLT09282914	Q8ST83	pho	Drosophila melanogaster	DNase I footprinting	12853632;20965965	REDfly	Yes	dm6	3R	16764362	16764377	NA
TFLinkLT09284325	Q8ST83	pho	Drosophila melanogaster	inferred by curator	12853632	ORegAnno	Yes	dm6	chr3R	16764199	16764221	+
TFLinkLT09284331	Q8ST83	pho	Drosophila melanogaster	inferred by curator	12853632	ORegAnno	Yes	dm6	chr3R	16764304	16764320	+
TFLinkLT09284332	Q8ST83	pho	Drosophila melanogaster	inferred by curator	12853632	ORegAnno	Yes	dm6	chr3R	16764326	16764344	+
TFLinkLT09284335	Q8ST83	pho	Drosophila melanogaster	inferred by curator	12853632	ORegAnno	Yes	dm6	chr3R	16764362	16764377	+
TFLinkLT09284474	Q8ST83	pho	Drosophila melanogaster	inferred by curator	10433918	ORegAnno	Yes	dm6	chr3R	16764302	16764321	-
TFLinkLT09284476	Q8ST83	pho	Drosophila melanogaster	inferred by curator	10433918	ORegAnno	Yes	dm6	chr3R	16764202	16764221	+
TFLinkLT09284477	Q8ST83	pho	Drosophila melanogaster	inferred by curator	10433918	ORegAnno	Yes	dm6	chr3R	16764097	16764116	-
TFLinkLT09284478	Q8ST83	pho	Drosophila melanogaster	inferred by curator	10433918	ORegAnno	Yes	dm6	chr3R	16764079	16764098	+
TFLinkLT09284479	Q8ST83	pho	Drosophila melanogaster	inferred by curator	10433918	ORegAnno	Yes	dm6	chr3R	16764055	16764074	+
TFLinkLT06328256	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	5728	5738	+
TFLinkLT06328257	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	5778	5788	+
TFLinkLT06328258	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	6788	6798	+
TFLinkLT06328259	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	34269	34279	+
TFLinkLT06328260	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	48512	48522	-
TFLinkLT06328261	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	87402	87412	+
TFLinkLT06328262	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	114633	114643	-
TFLinkLT06328263	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	115835	115845	-
TFLinkLT06328264	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	134789	134799	+
TFLinkLT06328265	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	143880	143890	-
TFLinkLT06328266	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	160870	160880	-
TFLinkLT06328267	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	163450	163460	+
TFLinkLT06328268	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	203868	203878	+
TFLinkLT06328269	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	207360	207370	-
TFLinkLT06328270	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	222029	222039	-
TFLinkLT06328271	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	222034	222044	+
TFLinkLT06328272	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	224380	224390	+
TFLinkLT06328273	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	249922	249932	+
TFLinkLT06328274	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	249923	249933	-
TFLinkLT06328275	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	277330	277340	-
TFLinkLT06328276	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	277577	277587	+
TFLinkLT06328277	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	294476	294486	-
TFLinkLT06328278	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	317303	317313	+
TFLinkLT06328279	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	348199	348209	+
TFLinkLT06328280	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	348207	348217	-
TFLinkLT06328281	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	354961	354971	-
TFLinkLT06328282	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	368121	368131	+
TFLinkLT06328283	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	375307	375317	-
TFLinkLT06328284	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	377906	377916	-
TFLinkLT06328285	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	415070	415080	-
TFLinkLT06328286	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	420004	420014	-
TFLinkLT06328287	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	441378	441388	-
TFLinkLT06328288	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	442363	442373	+
TFLinkLT06328289	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	473111	473121	+
TFLinkLT06328290	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	479814	479824	-
TFLinkLT06328291	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	480225	480235	+
TFLinkLT06328292	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	482599	482609	-
TFLinkLT06328293	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	484635	484645	-
TFLinkLT06328294	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	484659	484669	-
TFLinkLT06328295	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	484718	484728	+
TFLinkLT06328296	Q8ST83	pho	Drosophila melanogaster	chromatin immunoprecipitation assay	23471540	jaspar	No	hg38	chr2L	485917	485927	+
