TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT03934240	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934241	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934242	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934243	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934244	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934245	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934246	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934247	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934248	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934249	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934250	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934251	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934252	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934253	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934254	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT03934255	P05084	hb	Drosophila melanogaster	inferred by curator	2507923	jaspar	Yes	-	-	-	-	-
TFLinkLT09281897	P05084	hb	Drosophila melanogaster	DNase I footprinting	10644409;20965965	REDfly	Yes	dm6	3R	16810881	16810893	NA
TFLinkLT09281898	P05084	hb	Drosophila melanogaster	DNase I footprinting	10644409;20965965	REDfly	Yes	dm6	3R	16810921	16810929	NA
TFLinkLT09281899	P05084	hb	Drosophila melanogaster	DNase I footprinting	10644409;20965965	REDfly	Yes	dm6	3R	16811138	16811155	NA
TFLinkLT09281900	P05084	hb	Drosophila melanogaster	DNase I footprinting	10644409;20965965	REDfly	Yes	dm6	3R	16811193	16811210	NA
TFLinkLT09281901	P05084	hb	Drosophila melanogaster	DNase I footprinting	10644409;20965965	REDfly	Yes	dm6	3R	16811296	16811314	NA
TFLinkLT09281902	P05084	hb	Drosophila melanogaster	DNase I footprinting	1671661;20965965	REDfly	Yes	dm6	2R	11528758	11528767	NA
TFLinkLT09281903	P05084	hb	Drosophila melanogaster	DNase I footprinting	1671661;20965965	REDfly	Yes	dm6	2R	11528807	11528817	NA
TFLinkLT09281904	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975550	9975559	NA
TFLinkLT09281905	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975570	9975579	NA
TFLinkLT09281906	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975588	9975597	NA
TFLinkLT09281907	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975625	9975634	NA
TFLinkLT09281908	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975674	9975682	NA
TFLinkLT09281909	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975776	9975785	NA
TFLinkLT09281910	P05084	hb	Drosophila melanogaster	DNase I footprinting	2507923;20965965	REDfly	Yes	dm6	2R	9975797	9975805	NA
