TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Small-scale.evidence	Assembly	Chromosome	Start	End	Strand
TFLinkLT09251041	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr17	25920177	25920193	-
TFLinkLT09251042	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr12	56729	56745	+
TFLinkLT09251043	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chrX	149423157	149423173	+
TFLinkLT09251044	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr7	149663289	149663305	-
TFLinkLT09251045	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr4	86521976	86521992	-
TFLinkLT09251046	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr6	12560018	12560034	+
TFLinkLT09251047	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr5	150734497	150734513	+
TFLinkLT09251048	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr13	64962293	64962309	+
TFLinkLT09251049	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr4	77227740	77227756	-
TFLinkLT09251050	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr14	39508408	39508424	+
TFLinkLT09251051	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr4	102475052	102475068	+
TFLinkLT09251052	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr6	138052762	138052778	+
TFLinkLT09251053	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr3	42479953	42479969	+
TFLinkLT09251054	Q3MIS6	ZNF528	Homo sapiens	chromatin immunoprecipitation assay	25690854	jaspar	No	hg38	chr13	86051041	86051057	+
