Homo sapiens,RPS27A,P62979,6233,target gene
Homo sapiens,ZNF19,P17023,7567,target gene
Homo sapiens,PGAP4,Q9BRR3,84302,target gene
Homo sapiens,NOL11,Q9H8H0,25926,target gene
Homo sapiens,C12orf40,Q86WS4,283461,target gene
Homo sapiens,ADD2,P35612,119,target gene
Homo sapiens,NCOA7,Q8NI08,135112,target gene
Homo sapiens,SOCS7,O14512,30837,target gene
Homo sapiens,NFYA,P23511,4800,transcription factor and target gene
Homo sapiens,CXCL12,P48061,6387,target gene
Homo sapiens,GATAD2A,Q86YP4,54815,target gene
Homo sapiens,TM9SF3,Q9HD45,56889,target gene
Homo sapiens,SS18L1,O75177,26039,target gene
Homo sapiens,HSD17B4,P51659,3295,target gene
Homo sapiens,LAMA1,P25391,284217,target gene
Homo sapiens,PDIA3,P30101,2923,target gene
Homo sapiens,NAP1L4,Q99733,4676,target gene
Homo sapiens,SMPD4,Q9NXE4,55627,target gene
Homo sapiens,PLB1,Q6P1J6,151056,target gene
Homo sapiens,MYZAP,P0CAP1,100820829;145781;81488,target gene
Homo sapiens,REXO1,Q8N1G1,57455,target gene
Homo sapiens,PTX3,P26022,5806,target gene
Homo sapiens,NRDE2,Q9H7Z3,55051,target gene
Homo sapiens,NUP42,O15504,11097,target gene
Homo sapiens,TMEM64,Q6YI46,169200,target gene
Homo sapiens,YBEY,P58557,54059,target gene
Homo sapiens,JCAD,Q9P266,57608,target gene
Homo sapiens,CEP68,Q76N32,23177,target gene
Homo sapiens,SASH1,O94885,23328,target gene
Homo sapiens,TIMP2,P16035,7077,target gene
Homo sapiens,CA11,O75493,770,target gene
Homo sapiens,DDX21,Q9NR30,9188,target gene
Homo sapiens,MMP14,P50281,4323,target gene
Homo sapiens,LRBA,P50851,987,target gene
Homo sapiens,TSKU,Q8WUA8,25987,target gene
Homo sapiens,SMTN,P53814,6525,target gene
Homo sapiens,EIF3G,O75821,8666,target gene
Homo sapiens,MLLT3,P42568,4300,transcription factor and target gene
Homo sapiens,CCDC9B,Q6ZUT6,388115,target gene
Homo sapiens,TYSND1,Q2T9J0,219743,target gene
Homo sapiens,CRABP1,P29762,1381,target gene
Homo sapiens,ABI3BP,Q7Z7G0,25890,target gene
Homo sapiens,NOM1,Q5C9Z4,64434,target gene
Homo sapiens,EDAR,Q9UNE0,10913,target gene
Homo sapiens,WNT16,Q9UBV4,51384,target gene
Homo sapiens,OTUB1,Q96FW1,55611,target gene
Homo sapiens,ADH5,P11766,128,target gene
Homo sapiens,RALBP1,Q15311,10928,target gene
Homo sapiens,HMGB3,O15347,3149,target gene
Homo sapiens,DPP8,Q6V1X1,54878,target gene
Homo sapiens,LRMDA,Q9H2I8,83938,target gene
Homo sapiens,TACC2,O95359,10579,target gene
Homo sapiens,FBN1,P35555,2200,target gene
Homo sapiens,ITGAM,P11215,3684,target gene
Homo sapiens,ILKAP,Q9H0C8,80895,target gene
Homo sapiens,FBXO33,Q7Z6M2,254170,target gene
Homo sapiens,BUD31,P41223,8896,target gene
Homo sapiens,SOX30,O94993,11063,target gene
Homo sapiens,KDM6A,O15550,7403,target gene
Homo sapiens,LCAT,P04180,3931,target gene
Homo sapiens,LMNB1,P20700,4001,target gene
Homo sapiens,THY1,P04216,7070,target gene
Homo sapiens,NGDN,Q8NEJ9,25983,target gene
Homo sapiens,GDF6,Q6KF10,392255,target gene
Homo sapiens,PAQR8,Q8TEZ7,85315,target gene
Homo sapiens,RFX3,P48380,5991,transcription factor and target gene
Homo sapiens,ZNF7,P17097,7553,target gene
Homo sapiens,MED23,Q9ULK4,9439,transcription factor and target gene
Homo sapiens,KLHL8,Q9P2G9,57563,target gene
Homo sapiens,WDR75,Q8IWA0,84128,target gene
Homo sapiens,LRRC27,Q9C0I9,80313,target gene
Homo sapiens,TFCP2L1,Q9NZI6,29842,transcription factor
Homo sapiens,NHSL1,Q5SYE7,57224,target gene
Homo sapiens,IFI35,P80217,3430,target gene
Homo sapiens,HOXD8,P13378,3234,transcription factor
Homo sapiens,MICAL1,Q8TDZ2,64780,target gene
Homo sapiens,ZFP37,Q9Y6Q3,7539,target gene
Homo sapiens,CTNND2,Q9UQB3,1501,target gene
Homo sapiens,DMXL2,Q8TDJ6,23312,target gene
Homo sapiens,EXOC6,Q8TAG9,54536,target gene
Homo sapiens,EIF2B3,Q9NR50,8891,target gene
Homo sapiens,SIAH3,Q8IW03,283514,target gene
Homo sapiens,HUS1,O60921,3364,target gene
Homo sapiens,GCSH,P23434,2653,target gene
Homo sapiens,RNF123,Q5XPI4,63891,target gene
Homo sapiens,GSTO2,Q9H4Y5,119391,target gene
Homo sapiens,LCN8,Q6JVE9,138307,target gene
Homo sapiens,RNF114,Q9Y508,55905,target gene
Homo sapiens,AP1AR,Q63HQ0,55435,target gene
Homo sapiens,MIF,P14174,4282,target gene
Homo sapiens,IPCEF1,Q8WWN9,26034,target gene
Homo sapiens,KRT2,P35908,3849,target gene
Homo sapiens,CAMTA1,Q9Y6Y1,23261,target gene
Homo sapiens,SLC25A1,P53007,6576,target gene
Homo sapiens,CCL26,Q9Y258,10344,target gene
Homo sapiens,TSPAN13,O95857,27075,target gene
Homo sapiens,IFNGR1,P15260,3459,target gene
Homo sapiens,LMNA,P02545,4000,target gene
Homo sapiens,EMP2,P54851,2013,target gene
Homo sapiens,TMEM229B,Q8NBD8,161145,target gene
Homo sapiens,HVCN1,Q96D96,84329,target gene
Homo sapiens,WDR19,Q8NEZ3,57728,target gene
Homo sapiens,RPS16,P62249,6217,target gene
Homo sapiens,CYFIP2,Q96F07,26999,target gene
Homo sapiens,PFKFB3,Q16875,5209,target gene
Homo sapiens,FOLR2,P14207,2350,target gene
Homo sapiens,PRPSAP2,O60256,5636,target gene
Homo sapiens,ILVBL,A1L0T0,10994,target gene
Homo sapiens,KANSL1,Q7Z3B3,284058,target gene
Homo sapiens,LMBR1,Q8WVP7,64327,target gene
Homo sapiens,CASP4,P49662,837,target gene
Homo sapiens,TTPAL,Q9BTX7,79183,target gene
Homo sapiens,HS1BP3,Q53T59,64342,target gene
Homo sapiens,GRIA1,P42261,2890,target gene
Homo sapiens,ZRANB2,O95218,9406,target gene
Homo sapiens,ESS2,Q96DF8,8220,target gene
Homo sapiens,CHAT,P28329,1103,target gene
Homo sapiens,MAF1,Q9H063,84232,target gene
Homo sapiens,LAPTM4B,Q86VI4,55353,target gene
Homo sapiens,CIP2A,Q8TCG1,57650,target gene
Homo sapiens,FBXW5,Q969U6,54461,target gene
Homo sapiens,CAPN9,O14815,10753,target gene
Homo sapiens,METTL6,Q8TCB7,131965,target gene
Homo sapiens,CYTH1,Q15438,9267,target gene
Homo sapiens,TTC21A,Q8NDW8,199223,target gene
Homo sapiens,AMACR,Q9UHK6,23600,target gene
Homo sapiens,KAZALD1,Q96I82,81621,target gene
Homo sapiens,RARS1,P54136,5917,target gene
Homo sapiens,JAG1,P78504,182,target gene
Homo sapiens,MED30,Q96HR3,90390,target gene
Homo sapiens,CARS1,P49589,833,target gene
Homo sapiens,TRDMT1,O14717,1787,target gene
Homo sapiens,NT5E,P21589,4907,target gene
Homo sapiens,MSL1,Q68DK7,339287,target gene
Homo sapiens,KCNG4,Q8TDN1,93107,target gene
Homo sapiens,BCL2L11,O43521,10018,target gene
Homo sapiens,GALNT10,Q86SR1,55568,target gene
Homo sapiens,RNF157,Q96PX1,114804,target gene
Homo sapiens,PCNP,Q8WW12,57092,target gene
Homo sapiens,SLC25A22,Q9H936,79751,target gene
Homo sapiens,SOCS1,O15524,8651,target gene
Homo sapiens,KLKB1,P03952,3818,target gene
Homo sapiens,B3GNTL1,Q67FW5,146712,target gene
Homo sapiens,IL17F,Q96PD4,112744,target gene
Homo sapiens,SPATC1L,Q9H0A9,84221,target gene
Homo sapiens,PIGN,O95427,23556,target gene
Homo sapiens,BSCL2,Q96G97,26580,target gene
Homo sapiens,SORBS2,O94875,8470,target gene
Homo sapiens,RIC1,Q4ADV7,57589,target gene
Homo sapiens,POP1,Q99575,10940,target gene
Homo sapiens,HSPA1B,P0DMV9,3303;3304,target gene
Homo sapiens,TNFRSF21,O75509,27242,target gene
Homo sapiens,UBALD2,Q8IYN6,283991,target gene
Homo sapiens,AMZ2,Q86W34,51321,target gene
Homo sapiens,CLCN3,P51790,1182,target gene
Homo sapiens,SYCP2L,Q5T4T6,221711,target gene
Homo sapiens,IL12RB2,Q99665,3595,target gene
Homo sapiens,HLA-DRB5,Q30154,3127,target gene
Homo sapiens,ZBTB7A,O95365,51341,transcription factor and target gene
Homo sapiens,TNF,P01375,7124,target gene
Homo sapiens,MFN2,O95140,9927,target gene
Homo sapiens,IL6,P05231,3569,target gene
Homo sapiens,DPP9,Q86TI2,91039,target gene
Homo sapiens,CPT1A,P50416,1374,target gene
Homo sapiens,CD96,P40200,10225,target gene
Homo sapiens,LARS1,Q9P2J5,51520,target gene
Homo sapiens,SRM,P19623,6723,target gene
Homo sapiens,RAB1B,Q9H0U4,81876,target gene
Homo sapiens,THEM6,Q8WUY1,51337,target gene
Homo sapiens,FAM214B,Q7L5A3,80256,target gene
Homo sapiens,LRP2BP,Q9P2M1,55805,target gene
Homo sapiens,PCCB,P05166,5096,target gene
Homo sapiens,NPHS1,O60500,4868,target gene
Homo sapiens,PRKCG,P05129,5582,target gene
Homo sapiens,MAP3K10,Q02779,4294,target gene
Homo sapiens,-,P30485,-,target gene
Homo sapiens,PLEKHG1,Q9ULL1,57480,target gene
Homo sapiens,ZNF708,P17019,7562,target gene
Homo sapiens,DNHD1,Q96M86,144132,target gene
Homo sapiens,TBC1D22A,Q8WUA7,25771,transcription factor and target gene
Homo sapiens,HMGN1,P05114,3150,transcription factor and target gene
Homo sapiens,PRLR,P16471,5618,target gene
Homo sapiens,SCMH1,Q96GD3,22955,target gene
Homo sapiens,SLC39A3,Q9BRY0,29985,target gene
Homo sapiens,AK3,Q9UIJ7,50808,target gene
Homo sapiens,TOP3A,Q13472,7156,target gene
Homo sapiens,TESK1,Q15569,7016,target gene
Homo sapiens,EEF1D,P29692,1936,target gene
Homo sapiens,TCF12,Q99081,6938,transcription factor and target gene
Homo sapiens,PCBD1,P61457,5092,transcription factor
Homo sapiens,ACTR10,Q9NZ32,55860,target gene
Homo sapiens,STRIP2,Q9ULQ0,57464,target gene
Homo sapiens,MECR,Q9BV79,51102,target gene
Homo sapiens,SCYL2,Q6P3W7,55681,target gene
Homo sapiens,TASOR,Q9UK61,23272,target gene
Homo sapiens,RNF41,Q9H4P4,10193,target gene
Homo sapiens,SYT7,O43581,9066,target gene
Homo sapiens,FGF20,Q9NP95,26281,target gene
Homo sapiens,PMVK,Q15126,10654,target gene
Homo sapiens,DCLRE1C,Q96SD1,64421,target gene
Homo sapiens,FAM160A1,Q05DH4,729830,target gene
Homo sapiens,SV2C,Q496J9,22987,target gene
Homo sapiens,ADNP2,Q6IQ32,22850,target gene
Homo sapiens,IQCA1,Q86XH1,79781,target gene
Homo sapiens,UQCR11,O14957,10975,target gene
Homo sapiens,CCT5,P48643,22948,target gene
Homo sapiens,ERICH6,Q7L0X2,131831,target gene
Homo sapiens,CPVL,Q9H3G5,54504,target gene
Homo sapiens,GNAS,Q5JWF2,2778,target gene
Homo sapiens,SLIT2,O94813,9353,target gene
Homo sapiens,ZNF181,Q2M3W8,339318,target gene
Homo sapiens,ANKRD1,Q15327,27063,transcription factor and target gene
Homo sapiens,ATP5MPL,P56378,9556,target gene
Homo sapiens,UTP18,Q9Y5J1,51096,target gene
Homo sapiens,MGAT2,Q10469,4247,target gene
Homo sapiens,DGCR2,P98153,9993,target gene
Homo sapiens,TMEM41A,Q96HV5,90407,target gene
Homo sapiens,CNGA3,Q16281,1261,target gene
Homo sapiens,KIF4A,O95239,24137,target gene
Homo sapiens,ARSK,Q6UWY0,153642,target gene
Homo sapiens,PTPRK,Q15262,5796,target gene
Homo sapiens,WNT5B,Q9H1J7,81029,target gene
Homo sapiens,PNOC,Q13519,5368,target gene
Homo sapiens,LATS1,O95835,9113,target gene
Homo sapiens,SURF1,Q15526,6834,target gene
Homo sapiens,MAST3,O60307,23031,target gene
Homo sapiens,USP5,P45974,8078,target gene
Homo sapiens,EXTL2,Q9UBQ6,2135,target gene
Homo sapiens,CCDC47,Q96A33,57003,target gene
Homo sapiens,LDAH,Q9H6V9,60526,target gene
Homo sapiens,S1PR1,P21453,1901,target gene
Homo sapiens,SP100,P23497,6672,transcription factor and target gene
Homo sapiens,FGL1,Q08830,2267,target gene
Homo sapiens,IL37,Q9NZH6,27178,target gene
Homo sapiens,CAVIN2,O95810,8436,target gene
Homo sapiens,FBXO22,Q8NEZ5,26263,target gene
Homo sapiens,CDKN1C,P49918,1028,target gene
Homo sapiens,MGME1,Q9BQP7,92667,target gene
Homo sapiens,SLC10A7,Q0GE19,84068,target gene
Homo sapiens,CARD8,Q9Y2G2,22900,target gene
Homo sapiens,NUCB2,P80303,4925,target gene
Homo sapiens,TCEAL8,Q8IYN2,90843,target gene
Homo sapiens,IL20RA,Q9UHF4,53832,target gene
Homo sapiens,ADRB1,P08588,153,target gene
Homo sapiens,S100P,P25815,6286,target gene
Homo sapiens,UBR4,Q5T4S7,23352,target gene
Homo sapiens,RNH1,P13489,6050,target gene
Homo sapiens,H2BC12,O60814,85236,target gene
Homo sapiens,CEACAM6,P40199,4680,target gene
Homo sapiens,CLINT1,Q14677,9685,target gene
Homo sapiens,CCT3,P49368,7203,target gene
Homo sapiens,RNF214,Q8ND24,257160,target gene
Homo sapiens,ZBTB44,Q8NCP5,29068,transcription factor
Homo sapiens,CDX4,O14627,1046,target gene
Homo sapiens,NME3,Q13232,4832,target gene
Homo sapiens,DNAJB5,O75953,25822,target gene
Homo sapiens,TAF1C,Q15572,9013,target gene
Homo sapiens,MADD,Q8WXG6,8567,target gene
Homo sapiens,GLYATL1,Q969I3,92292,target gene
Homo sapiens,LSG1,Q9H089,55341,target gene
Homo sapiens,YY1,P25490,7528,transcription factor and target gene
Homo sapiens,SCUBE3,Q8IX30,222663,target gene
Homo sapiens,ORMDL3,Q8N138,94103,target gene
Homo sapiens,TRA2B,P62995,6434,target gene
Homo sapiens,SPRY4,Q9C004,81848,target gene
Homo sapiens,SNAP29,O95721,9342,target gene
Homo sapiens,ADGRB2,O60241,576,target gene
Homo sapiens,HERC4,Q5GLZ8,26091,target gene
Homo sapiens,C1QL4,Q86Z23,338761,target gene
Homo sapiens,SUN2,Q9UH99,25777,target gene
Homo sapiens,FSHR,P23945,2492,target gene
Homo sapiens,FAM98C,Q17RN3,147965,target gene
Homo sapiens,EFNA4,P52798,1945,target gene
Homo sapiens,PGLS,O95336,25796,target gene
Homo sapiens,DIDO1,Q9BTC0,11083,target gene
Homo sapiens,IWS1,Q96ST2,55677,target gene
Homo sapiens,ERN1,O75460,2081,target gene
Homo sapiens,NMUR1,Q9HB89,10316,target gene
Homo sapiens,HBA1,V9GZG8,-,target gene
Homo sapiens,VTA1,Q9NP79,51534,target gene
Homo sapiens,HNRNPDL,O14979,9987,target gene
Homo sapiens,CRB2,Q5IJ48,286204,target gene
Homo sapiens,NEBL,O76041,10529,target gene
Homo sapiens,H2AC6,Q93077,8334,target gene
Homo sapiens,KHDC4,Q7Z7F0,22889,target gene
Homo sapiens,SDAD1,Q9NVU7,55153,target gene
Homo sapiens,RCOR2,Q8IZ40,283248,target gene
Homo sapiens,NR2C1,P13056,7181,transcription factor and target gene
Homo sapiens,BRPF1,P55201,7862,transcription factor and target gene
Homo sapiens,H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16,P62805,121504;554313;8294;8359;8360;8361;8362;8363;8364;8365;8366;8367;8368;8370,target gene
Homo sapiens,RPS21,P63220,6227,target gene
Homo sapiens,CTSC,P53634,1075,target gene
Homo sapiens,TP53INP1,Q96A56,94241,target gene
Homo sapiens,TSHB,P01222,7252,target gene
Homo sapiens,EMCN,Q9ULC0,51705,target gene
Homo sapiens,ASB15,Q8WXK1,142685,target gene
Homo sapiens,PROK2,Q9HC23,60675,target gene
Homo sapiens,BTBD8,Q5XKL5,-,target gene
Homo sapiens,SIGLEC15,Q6ZMC9,284266,target gene
Homo sapiens,TNKS,O95271,8658,target gene
Homo sapiens,UNC5D,Q6UXZ4,137970,target gene
Homo sapiens,FAM76B,Q5HYJ3,143684,target gene
Homo sapiens,SLC15A1,P46059,6564,target gene
Homo sapiens,CUL2,Q13617,8453,target gene
Homo sapiens,WWC1,Q8IX03,23286,target gene
Homo sapiens,ARHGEF19,Q8IW93,128272,target gene
Homo sapiens,SLC12A8,A0AV02,84561,target gene
Homo sapiens,IFT74,Q96LB3,80173,target gene
Homo sapiens,COX6A1,P12074,1337,target gene
Homo sapiens,HCFC2,Q9Y5Z7,29915,target gene
Homo sapiens,ADAT1,Q9BUB4,23536,target gene
Homo sapiens,FUT4,P22083,2526,target gene
Homo sapiens,COASY,Q13057,80347,target gene
Homo sapiens,RBL1,P28749,5933,transcription factor and target gene
Homo sapiens,XPO7,Q9UIA9,23039,target gene
Homo sapiens,DNAJB4,Q9UDY4,11080,target gene
Homo sapiens,GNA13,Q14344,10672,target gene
Homo sapiens,PLSCR3,Q9NRY6,57048,target gene
Homo sapiens,BBS5,Q8N3I7,129880,target gene
Homo sapiens,NRGN,Q92686,4900,target gene
Homo sapiens,C2orf69,Q8N8R5,205327,target gene
